Proben-ID;Anlagennummer;Probe aus;Ölmenge im System;Dimension;Ölbezeichnung;Datum Probenentnahme;Datum letzter Ölwechsel;Nachfüllmenge seit Wechsel;Dimension;Laufzeit seit Wechsel;Dimension;Laufzeit gesamt;Dimension;Wasser K. F.;
1642900;266722;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2012-11-06;2009-07-14;;;;;142825;h;224;ppm
1387019;266722;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2011-06-14;2009-07-14;;;;;129614;h;231;ppm
1460634;266722;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2011-11-23;2009-07-14;;;;;133423;h;233;ppm
1115504;266722;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2009-08-11;2009-07-14;;;;;113809;h;375;ppm
1210876;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2010-04-27;2009-07-14;;;;;86668;h;73;ppm
1538140;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2012-04-24;2009-07-14;;;;;103817;h;89;ppm
1726972;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2013-04-12;2009-07-14;;;;;112041;h;99;ppm
1378841;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2011-05-25;2009-04-17;;;;;98127;h;137;ppm
1291283;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2010-11-08;2009-07-14;;;;;93233;h;145;ppm
1642911;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2012-11-07;2009-07-14;;;;;109436;h;190;ppm
1453138;266723;WKA-Hauptgetriebe;110;;Addinol Eco Gear 320 S;2011-11-08;2009-07-14;;;;;100715;h;246;ppm
2073339;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2014-12-16;2009-01-09;;;;;146128;h;102;ppm
1304231;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2010-12-10;;;;;;;;136;ppm
1089797;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2009-06-04;2009-01-09;;;;;101012;h;138;ppm
1237937;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2010-07-02;;;;;;108192;h;144;ppm
1474961;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2011-12-21;2009-01-09;;;;;120286;h;195;ppm
1392073;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2011-06-28;2009-01-09;;;;;116784;h;230;ppm
1580934;266787;WEA-Hauptgetriebe;108;;Addinol Eco Gear 320 S;2012-07-04;2009-01-09;;;;;128036;h;302;ppm
1661546;266801;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2012-12-12;2011-06-21;;;;;15993;h;74;ppm
1888980;266801;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2014-02-06;2004-05-06;;;;;25957;h;81;ppm
2028760;266801;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2014-10-06;2011-06-21;;;;;31689;h;103;ppm
1570690;266801;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2012-06-27;2004-05-06;;;;;12059;h;199;ppm
1771256;266801;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2013-07-01;2009-05-06;;;;;20714;h;275;ppm
840881;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2007-08-27;2006-11-14;;;;;88870;h;68;ppm
1055983;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2009-02-27;2006-11-14;;;;;100990;h;100;ppm
890456;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2008-02-01;;;;;;31684;h;128;ppm
1237952;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2010-06-30;2006-11-14;;;;;112665;h;153;ppm
1165661;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2009-12-11;2006-11-04;;;;;2100882;h;181;ppm
979418;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2008-10-17;2006-11-14;;;;;97091;h;195;ppm
1313100;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2011-01-05;2006-11-14;;;;;117170;h;214;ppm
1463882;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2011-11-28;2006-11-14;;;;;124983;h;230;ppm
1580157;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2012-07-16;;;;;;130362;h;230;ppm
1391325;266838;WEA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2011-06-22;2006-11-14;;;;;121155;h;316;ppm
1326101;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2011-02-02;;;;;;108928;h;35;ppm
1888705;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2014-01-30;2010-05-03;;;;;134084;h;37;ppm
1653514;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2012-11-29;2009-08-26;;;;;124514;h;80;ppm
1397605;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2011-07-11;;;;;;112607;h;81;ppm
1482366;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2012-01-03;2010-05-04;;;;;116290;h;127;ppm
1243010;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2010-07-13;2010-05-03;;;;;104073;h;197;ppm
1567304;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2012-06-20;;;;;;120262;h;199;ppm
1786587;266860;WKA-Hauptgetriebe;125;;Addinol Eco Gear 320 S;2013-07-30;2010-05-01;;;;;130314;h;243;ppm
1185753;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2010-02-24;2008-08-06;;;;;103521;h;63;ppm
1734640;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2013-04-24;2008-03-06;;;;;131140;h;87;ppm
1350459;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2011-03-29;2008-03-06;;;;;112957;h;111;ppm
1639935;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2012-11-07;2008-03-06;;;;;126894;h;116;ppm
933580;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2008-06-09;2008-03-06;;;;;89978;h;138;ppm
1280528;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2010-10-06;2008-03-06;;;;;108880;h;190;ppm
1027504;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2008-12-02;2008-03-06;;;;;93677;h;207;ppm
1557401;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2012-05-29;;;;;;123169;h;266;ppm
2034739;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2014-10-14;2008-03-06;;;;;143793;h;274;ppm
1835034;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2013-10-30;2008-03-06;;;;;135486;h;290;ppm
1439837;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2011-10-13;2008-03-06;;;;;117704;h;312;ppm
2007479;267149;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2014-05-21;;;;;;140299;h;517;ppm
1316192;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2011-01-11;2009-02-11;;;;;81574;h;101;ppm
1496371;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2012-02-06;2009-09-11;;;;;90380;h;114;ppm
1147774;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2009-11-10;2009-02-11;;;;;71418;h;140;ppm
1671873;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2013-01-03;2009-02-11;;;;;98235;h;144;ppm
1407199;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2011-07-28;2009-02-11;;;;;86175;h;158;ppm
1233634;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2010-06-16;2009-02-12;;;;;75935;h;167;ppm
1584441;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2012-07-23;;;;;;;;210;ppm
1037593;267184;WKA-Hauptgetriebe;180;;Addinol Eco Gear 320 S;2009-01-14;2008-10-16;;;;;65232;h;250;ppm
1057203;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2009-03-09;2009-02-16;;;;;82300;h;90;ppm
1315036;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2011-01-12;2008-10-13;;;;;98387;h;101;ppm
1500632;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2012-02-14;2009-02-16;;;;;107860;h;202;ppm
1415074;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2011-08-18;2009-02-16;;;;;102968;h;313;ppm
1148808;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2009-11-12;2009-02-16;;;;;88270;h;479;ppm
1232934;267333;WEA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2010-06-18;2008-10-13;;;;;93491;h;946;ppm
1908546;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2014-03-11;2009-02-12;;;;;124178;h;46;ppm
1803973;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2013-09-05;2009-02-12;;;;;119806;h;86;ppm
2098507;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2015-02-04;2008-12-11;;;;;132005;h;89;ppm
1720837;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2013-04-02;2009-02-12;;;;;116081;h;91;ppm
1122250;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2009-09-08;2009-02-12;;;;;84953;h;99;ppm
1332650;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2011-02-17;2009-02-12;;;;;97551;h;131;ppm
1178648;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2010-01-27;2009-02-12;;;;;88314;h;145;ppm
1622744;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2012-10-04;2008-12-11;;;;;111783;h;145;ppm
1263603;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2010-09-02;2008-12-11;;;;;93139;h;171;ppm
1113777;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2009-08-14;2009-02-12;;;;;84370;h;199;ppm
1426151;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2011-09-15;2009-02-12;;;;;102564;h;233;ppm
2009977;267339;WKA-Hauptgetriebe;120;;Addinol Eco Gear 320 S;2014-08-25;2008-12-11;;;;;128109;h;247;ppm
1344066;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2011-03-15;2009-07-22;;;;;38063;h;44;ppm
1896464;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2014-02-17;2009-02-22;;;;;123709;h;51;ppm
1517595;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2012-03-19;2009-01-22;;;;;106863;h;58;ppm
2103286;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2015-02-10;2009-10-27;;;;;132251;h;68;ppm
1268525;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2010-09-17;;;;;;94057;h;102;ppm
1183691;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2010-02-18;;;;;;89010;h;118;ppm
1792272;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2013-08-15;2009-01-22;;;;;119404;h;126;ppm
1120747;267345;WEA-Hauptgetriebe;190;l;Addinol Eco Gear 320 S;2009-09-03;2009-01-22;190;l;;;84983;h;128;ppm
1999688;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2014-08-18;2009-01-22;;;;;128044;h;140;ppm
1701080;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2013-02-25;2009-01-22;;;;;115320;h;165;ppm
1426133;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2011-09-14;2010-09-17;;;;;102405;h;293;ppm
1611964;267345;WEA-Hauptgetriebe;190;;Addinol Eco Gear 320 S;2012-09-13;2009-01-22;;;;;111389;h;327;ppm
1881821;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-01-22;2007-04-17;;;;;105058;h;40;ppm
1665366;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-12-19;2007-04-17;;;;;95524;h;109;ppm
940681;267661;WKA-Hauptgetriebe;155;l;Addinol Eco Gear 320 S;2008-07-03;2007-04-17;120;l;;;56842;h;110;ppm
1354937;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-04-05;2007-04-17;;;;;80703;h;121;ppm
2061696;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-11-25;2007-04-17;;;;;112289;h;122;ppm
1286299;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-10-28;2006-04-17;;;;;49466;h;137;ppm
876627;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-12-15;2007-04-17;;;;;52088;h;140;ppm
1567177;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-06-21;2007-04-17;;;;;91191;h;156;ppm
1455993;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-11-15;2007-04-17;;;;;86014;h;165;ppm
1766810;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-06-17;2007-04-17;;;;;99838;h;180;ppm
1108028;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-07-28;2007-04-17;;;;;66108;h;181;ppm
1215898;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-05-10;2007-04-17;;;;;72928;h;189;ppm
1036772;267661;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-01-13;2007-04-17;;;;;61450;h;191;ppm
1723517;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-04-09;2007-04-17;;;;;195902;h;62;ppm
2090225;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2015-01-21;2007-04-17;;;;;110435;h;67;ppm
1315043;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-11-17;2007-04-17;;;;;75280;h;107;ppm
1815208;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-09-25;2007-04-17;;;;;99392;h;114;ppm
809201;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-05-08;2007-04-17;;;1000;h;44158;h;118;ppm
1358540;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-04-13;2007-04-17;;;;;78795;h;126;ppm
943035;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2008-07-07;2002-04-17;;;;;55294;h;130;ppm
1038578;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-01-19;2007-04-17;;;;;59573;h;139;ppm
1609455;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-09-11;2007-04-17;;;;;90986;h;152;ppm
840482;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-08-24;2007-04-17;;;3082;h;47718;h;158;ppm
874990;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-12-12;2007-04-17;;;;;50348;h;164;ppm
1100524;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-07-06;2007-04-17;;;;;63553;h;168;ppm
1455984;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-11-16;2007-04-17;;;;;83888;h;178;ppm
1239555;267662;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-07-06;2007-04-17;;;;;70841;h;217;ppm
1761391;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2013-06-15;2007-04-18;;;;;98533;h;77;ppm
2061514;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2014-11-26;2007-04-18;;;;;110939;h;111;ppm
1286464;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-10-27;2007-04-17;;;;;74128;h;112;ppm
1028502;267663;WKA-Hauptgetriebe;160;l;Addinol Eco Gear 320 S;2008-12-10;2007-04-18;16;l;;;59822;h;134;ppm
992837;267663;WKA-Hauptgetriebe;160;l;Addinol Eco Gear 320 S;2008-11-23;2007-04-18;10;l;;;57840;h;136;ppm
873707;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-12-07;2007-04-18;;;;;51226;h;139;ppm
1664676;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-12-06;2007-04-18;;;;;92205;h;154;ppm
915874;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2008-04-19;2008-04-18;;;;;54379;h;159;ppm
1359228;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-04-14;2007-04-18;;;;;79848;h;159;ppm
840481;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-08-24;2007-04-18;;;1556;h;48424;h;161;ppm
1881811;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2014-01-21;2007-04-18;;;;;103694;h;162;ppm
1567048;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-06-19;2007-04-18;;;;;90039;h;173;ppm
1097519;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2009-06-25;2007-04-18;;;;;64477;h;238;ppm
1225110;267663;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-05-31;2007-04-18;;;;;72336;h;324;ppm
863175;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-11-09;2007-04-18;;;;;46800;h;70;ppm
1920180;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2014-03-27;2007-04-18;;;;;101788;h;76;ppm
1840381;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2013-11-08;2007-04-18;;;;;98461;h;111;ppm
2090190;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2015-01-22;2007-04-18;;;;;107869;h;127;ppm
1360043;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-04-18;2007-04-18;;;;;76388;h;144;ppm
1664656;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-12-18;2007-04-18;;;;;90836;h;149;ppm
1295519;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-11-19;2007-04-18;;;;;72884;h;155;ppm
1567050;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-06-20;2007-04-18;;;;;86505;h;159;ppm
1458741;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2011-11-17;2007-04-18;;;;;81457;h;180;ppm
1231786;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-06-17;2007-04-18;;;;;69179;h;189;ppm
1095855;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2009-06-23;2007-04-18;;;;;62809;h;192;ppm
821789;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-06-19;2007-04-18;;;;;43396;h;196;ppm
1031536;267694;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2008-12-19;2007-04-18;;;;;56433;h;276;ppm
2107510;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2015-02-17;2013-08-02;;;;;58090;h;67;ppm
1880823;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-01-25;2013-08-02;;;;;97073;h;73;ppm
1495994;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-02-02;2007-04-16;;;;;79335;h;82;ppm
980355;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2008-10-24;2007-04-16;;;;;53592;h;102;ppm
907162;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2008-03-28;2007-04-16;;;;;46615;h;114;ppm
1729210;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-04-18;2007-04-16;;;;;4150;h;114;ppm
1764463;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-06-24;2007-04-16;;;;;91994;h;125;ppm
1994293;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-08-05;2013-08-02;;;;;53592;h;171;ppm
1070590;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-04-14;2007-04-16;;;;;55497;h;173;ppm
1336943;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-03-01;2007-04-16;;;;;71856;h;178;ppm
1175249;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-01-21;;;;;;64490;h;179;ppm
1258193;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-08-25;2007-04-16;;;;;67375;h;201;ppm
854059;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-10-09;2007-04-16;;;;;42583;h;235;ppm
1790669;267705;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-08-02;2013-08-02;;;;;92919;h;301;ppm
1076833;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2009-04-30;2007-04-17;;;;;55013;h;102;ppm
1411713;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2011-08-11;2007-04-17;;;;;74762;h;103;ppm
803564;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-04-19;2007-04-17;;;;;37592;h;104;ppm
1177047;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-01-19;2007-04-17;;;;;;;106;ppm
1882458;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-01-27;2013-08-02;;;;;96043;h;110;ppm
1763749;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-06-22;2007-04-17;;;;;90884;h;124;ppm
1729197;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-04-18;2007-04-16;;;;;89336;h;141;ppm
1288740;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2010-11-02;2007-04-17;;;;;68107;h;155;ppm
2018204;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2014-09-19;2013-08-02;;;;;101615;h;156;ppm
907585;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2008-03-27;2007-04-17;;;;;45636;h;161;ppm
1520508;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-03-21;2007-04-17;;;;;79958;h;166;ppm
984465;267706;WKA-Hauptgetriebe;155;l;Addinol Eco Gear 320 S;2008-11-04;2007-04-17;20;l;;;50807;h;167;ppm
1486229;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2012-01-17;2007-04-17;;;;;80580;h;186;ppm
1790565;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2013-08-02;2007-04-17;;;;;91866;h;211;ppm
854060;267706;WKA-Hauptgetriebe;155;;Addinol Eco Gear 320 S;2007-10-11;;;;;;41663;h;233;ppm
1071665;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2009-04-15;2007-04-16;;;;;55349;h;73;ppm
1765361;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2013-06-25;2007-04-16;;;;;91755;h;85;ppm
2094624;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2015-01-23;;;;;;105154;h;92;ppm
1175800;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-01-19;;;;;;64389;h;94;ppm
1882277;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2014-01-26;2013-08-02;;;;;96649;h;108;ppm
855958;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-10-17;2007-03-16;;;2299;h;42474;h;123;ppm
1507894;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2012-02-29;2007-04-16;;;;;79078;h;124;ppm
1258966;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2010-08-24;2007-04-16;;;;;67091;h;138;ppm
840480;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2007-08-24;2007-03-16;;;;;40214;h;156;ppm
987185;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2008-11-07;2007-04-16;;;;;51558;h;167;ppm
1790661;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2013-08-02;2013-08-02;;;;;92645;h;248;ppm
907598;267707;WKA-Hauptgetriebe;160;;Addinol Eco Gear 320 S;2008-03-26;2007-04-16;;;;;46309;h;256;ppm
1296264;267875;WKA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2010-11-22;2010-05-18;;;;;88712;h;41;ppm
1651692;267875;WKA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2012-11-27;2010-05-18;;;;;105917;h;47;ppm
1392141;267875;WKA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2011-06-30;2010-05-28;;;;;93842;h;53;ppm
1554475;267875;WKA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2012-05-29;2010-05-18;;;;;101729;h;69;ppm
1487063;267875;WKA-Hauptgetriebe;280;;Addinol Eco Gear 320 S;2012-01-19;2010-05-18;;;;;98654;h;101;ppm
1155642;267912;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2009-11-20;2009-11-03;;;;;82824;h;78;ppm
1226001;267912;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2010-06-03;2009-11-03;;;;;87210;h;89;ppm
1406016;267912;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2011-07-28;2009-11-03;;;;;97146;h;179;ppm
1310515;267913;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2010-12-21;2009-11-05;;;;;92337;h;15;ppm
1222181;267913;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2010-05-25;2009-11-05;;;;;87390;h;80;ppm
1407683;267913;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2011-08-01;2009-11-05;;;;;97552;h;181;ppm
1387887;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2011-06-20;2009-01-23;;;;;75465;h;56;ppm
1298531;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2010-11-22;;;;;;70526;h;62;ppm
1561847;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2012-06-13;2009-01-23;;;;;83856;h;77;ppm
1146514;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2009-11-09;2009-01-23;;;;;61965;h;83;ppm
1058269;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2009-03-11;2009-01-23;;;;;156177;h;105;ppm
1214776;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2010-05-05;2009-01-23;;;;;65828;h;134;ppm
1474384;267940;WKA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2011-12-20;;;;;;79883;h;242;ppm
1524649;268086;WEA-Hauptgetriebe;230;;Addinol Eco Gear 320 S;2012-03-28;;;;;;78777;h;58;ppm
